class, text
"pos","Le tableau de segmentation de l'article 5 de l'arrêté n° 2524-13 du 17 octobre 2013 est en contradiction avec le principe de concurrence libre et loyale Comment ce fait il que les marchés publics sont orientés par catégories de laboratoires en limitant le champ d'intervention des PME et en entravant ainsi leur existence et leur développement économique ?"
"pos","Au commentaires 17 , je sais que tu es algérien, les camions marocains passent jour et nuit vers la Mauritanie sans problème, où sont les soldats algériens qui veulent empêcher les marocains, pour le polisario, on n'en parle pas"
"neg","Je suis tout à fait d'accord avec le Numéro 2"
"pos","Chapeau! Le Maroc est partout et nul part. Il n'est même pas dans ses régions qui sont delaissees Certaines d'entre elles en souffrent énormément."
"neg","L'intégration du Maroc à la CEDEAO est une excellente nouvelle pour notre économie et notre leadership continentale et international"
"neg","A que nos tratan muy bien mejor que maruecos"
"pos","Han podido hablar de los jovenes y menores que roban en barcelona y inhalan cola por el centro de barcelona. Cada dia llegan 2 o 3 chavales. Algunos son menores, otros han cumplido la mayoria de la edad. Estos últimos sus familiares les envian documentación mzara. Zawwer f blad tazwir. Chawwahto bina"
"pos","Se trata de hablar poco pero de hacer mucho."
"pos","También se trata de usar los anticonceptivos para no tener tantos hijos a los que no podemos mantener y así no tendremos los problemas que tenemos. No es ni lógico ni ético tener hijos y después exportarlos a los vecinos para que los mantenga Y soportar sus problemas.  AZUL"
"pos","en france ces postes de caid;makdm; klifa; bacha n'existe pas.et tout va bien; on peut vivre dans un état sans ces caids. MOUHAJIR"
"pos","Le cycle des nouvelles nominations aux postes de CAÏD et de le delà est recommandé par la fonction publique depuis les années du protectorat. C'est un truc pour élever le degré de dureté de Services bien accompagnés."
"pos","Cette année 2017' on ressent un laxisme et un relachement de La part de tous les grands responsables .qui ne font que S'enrichir narguant les citoyens avec leur voitures de luxe.ce changement de gueule va t-il arranger les choses?monsieur laftit il faut un peu plus de fermeté et supprimez les voitures de luxe surtout"
"neg","Si vous étiez bien conscients honnètes et dotés d'esprit de résponsabilité vous ne seriez pas besoin de cette sécurité dont vous étes entrain de discuter,.......gaspillage du temps pas autre chause,........messieurs représentants de la nation........le le victime est tjs le citoyen.....merci hespresse."
"pos","je suis pour l'idée de dissoudre le parlement actuel et pour un parlement avec un seul partie politque ..."
"neg","il faut relancer nos relations avec Algérie dans le respect la confiance et la stratégie pour un Maghreb Uni Personne sort gagnant d'une crise"
"pos","il faut sanctionner le Mozambique le Maroc devrait posé plainte a (OUA) . pourquoi le Mozambique a fait obstacle a la délégation marocaine l’empêchent de pénétrer dans la salle de réunion ? Faut sanctionner ce pays et le Maroc ne participera plus jamais dans les pays qui sont hostile a notre intégrité territoriale"
"pos","il faut sanctionner le Mozambique le Maroc devrait posé plainte a (OUA) . pourquoi le Mozambique a fait obstacle a la délégation marocaine l’empêchent de pénétrer dans la salle de réunion ? Faut sanctionner ce pays et le Maroc ne participera plus jamais dans les pays qui sont hostile a notre intégrité territoriale"
"pos","We need radical change like France did. 200 years ago"
"pos","Oui je suis tt a fait d accord avec cette analyse puisque il faut changer la constitution a une constitution plus democratique,,il faut changer le mode des elections pour avoire une majoritee' de 1 ou 2 partie au lieu d avoire une balkanisation des elections."
"pos","il faut élire des partis politique ou des personnages publics tel Nabil Mounib, Nasser Zefzafi pour imposer au palais et son Maghzen, une Monarchie pour un Parlementaire véritable Etat de Droit"
"pos","C nul.on doit toujours attendre un discours royal pour agir.le probleme qu on a c un probleme de moeurs et non D administration.on a un probleme de societe et meme au privé il nya que la corruption et le vol..et meme les banquiers volent l argent des clients et partent ailleurs..il faut revoir l enseignement car c la base et donner plus de poids aux enseignants."
"pos","Bonjour  Il faut absolument revoir l enseignement publique pour enseigner aux marocains l éducation et le sens de la responsabilité. Si non vous faites ce que vous voulez et ça sert à rien car c est le marocain qui doit changer"
"pos","Il faut que le métier de ministre et les secrétaires d état doivent aussi passer par des concours écrits et orales pour ne choisir que les meilleures et avec contrats aussi"
"pos","le fonctionnaire est toujours la victime d'un système on la bien endettée au point qu'il subit tous les caprices de ce gouvernement sans pouvoir manifesté son point de vue  qu'as t'on donnée à ce fonctionnaire pour avoir plus d'honneur en faisant son travail ?"
"pos","Le secteur privé contrairement au secteur publique à l'air de bien marcher. Ce secteur jouit des privilèges de l'etat et dispose de marché à l'étranger. Souvent il est géré par des étrangers qui ne jurent que par les résultats et les performances.  Pourquoi on n'''ouvre pas aussi ce secteur à des étrangers pour le mieux gérer. Avouons-le l'école marocaine est incapable de redresser la situation!"
"pos","Je me demande qui sont ces gens qui ont commenté un sujet aussi banal que celui d’une manifestation reportée pour de bonnes causes. C’est le dernier dimanche avant la fête du mouton ainsi que les préoccupations relatives à l’entrée scolaire, …surement et rien que pour ces deux évènements, il est logique de penser de la sorte. Mais des remarques aussi minables est inacceptables devant un peuple qui cherche encore sa vrais nature et ne le retrouve pas, entre constitution sur papier religion qui se faufile dans toutes les secteurs sans vraiment réussir à instaurer la vrais religion qui se concentre essentiellement sur l’éducation de nos enfants, sur les services rendus aux citoyens…on ne prend de la religion que l’apparence comme une mode récurrente et qui reprend celle des du 10ème siècle."
"pos","il nous faut une MONARCHIE PARLEMENTAIRE"
"pos","Votez uniquement pour ceux qui proposent la MONARCHIE PARLEMENTAIRE"
"pos","SVP boycoter ces elections NE voter pas laisser les urnes vides pour donner une bonne gifle a ces charlatant"
"neg","Il semble que la chute de régime des ģénéraux et prochent. Ils commencent à taper sur tout ce qui bouge. Ça me rappèlle les derni ier jours du régime de chaoussisco le romain. Ils lachés sans cordes après le naufrage de leurs maitres les Rouges. Ils se sont fait une épopée qui sont les seuls à y croire. C'est dure d'étre occupé pendant plusieurs siècles jusqu'au point de perdte le génome."
"neg","ce n'est pas étonnant de voir ça des marocains de makhzen, ils sont accoutumée a ces genre des abuses, seulement il faut voir les violations des membres de l'armée marocain contre la population marocain"
"neg","Quand les faits sont avérés aux vues de tout le monde, les excuses sont un minima diplomatique. Pour le harcèlement, c'est l'absurdité diplolatique de nos '' freres\" algue riens."
"neg","il n'ya ni harcellement ni rien puisque le maroc s'est plaint de ce connard qui a frappé le diplomate ils veulent faire de même.la prochaine fois on va envoyer des boxeurs et des joueurs d'arts martiaux,le type de mentalité jamais vu sont ces dirigeants d'algérie,annimosité gratuite contre un pays qui les a soutenus durant la guerre de libération,voilà comment on le traite.tout celà pour laisser les 2 peuples loin l'un de l'autre car cela va leur créer des problèmes internes et ça va diminuer les bénefices des dirigeants importateurs de denrhées de l'étranger,sauf ça je vois aucune raison.on a bloqué même cette union de l' année 89 tandis que les pays s'unissent et se complètent"
"neg","ont arrivent a ce point avec ce pays pendant 41 ans et sa continu ^^^^la faute a nos responsables ils ont la peur au ventre et leurs politique et faible ''''''le peuple marocain doit bouger plus vite pour pour prendre leurs responsabilités pour sauver le maroc de cette mafia algerien et marocainne"
"neg","la plus part des diplomates algériens n'ont pas le niveau requit pour cette fonction ils manquent de classe et de connaissances intellectuelles comme ils n'ont pas,je crois,de diplômes supérieurs ou équivalents.  peut être ils ont le baccalauréat russe ou européen de l'est."
"neg","À Jouanou 30 Mon cher Jouanounou (péjoratif) ce qui vou manque c'est la discipline le pétrole vous a trop gâté. La terre sur laquelle vous vivez ne vous appartient pas elle appartient à vos voisins, les justiciers du monde vous l'arracheront est ça je vous le promet."
"neg","Grande joie et fierté que nous sentons Monsieur Akhannouch, enfin un homme responsable, honnête et fiable sur lequel on peut compter, très difficile de trouver de tels hommes malheureusement dans les partis politiques national."
"pos","Monsieur le Premier ministre  Après le retour des ministres de leurs vacances, je vous prie de voir le classement de nos universités non dans le monde mais uniquement en Afrique et espérons que vous allez bouger. L enseignement privé à tué la qualité et à terminé avec la recherche scientifique et pour cause les professeurs préfèrent donner des vacations pour subvenir aux besoins de la vie et le manque de motivation car ils ont atteint le dernier grade."
"pos","il nous faut créer une filière de formation professionnelle d'excellence dès l'âge de 15 ans"
"pos","On est dans l'air numérique et technologique il suffit de caméras dans les bus et tel à bord avec ligne directe de police des transports en commun ou de police nationale. Un appel ou SMS aux autorités et le tour est joué . Aux usa même les taxis sont équipés . Une mesure qui ne coûte rien et mieux que des discours politiques sans pratiques. Comme dit l'adage marocain : baraka man chafoui et salam o allikom."
"pos","nous avons besoin de changer le system d education, d ouvrir plus de centres pour les jeunes adolescents,aussi Dan's le milieu rural..... peut etre ouvrire des centres pour les parents,afin de les guider et conseiller concernant l education de leurs enfants.....Nous avond besoin d urgence d une: Re-education de la majorite du people !!Avec tout ce qui ce passe chez nous, je demande a monsieur le premier ministre de nous dire c est quand le \"BON MOMENT\" a son avis!!!!! Le BON MOMENT Monsieur c est maintenant!"
"pos","Pour avoir un changement au Maroc il faut faire pression sur le palais et élire des politiques digne de ce nom tel Nabila Mounib"
